"essence";"DHPcm";"eco";"vm3_DER";"vm3_F1";"vm3_F2";"vm3_F3";"vm3_F4";"vm3_P"
"BOJ";24;"3O";0.000290604030155545;4.76306539467187e-05;0.00789403179175886;0.130768196188844;0.0116827496745672;0.164756452494706
"BOJ";24;"3E";0.00174713666983352;9.31048857574095e-05;0.0139445675065704;0.133726307182647;0.0166235489440526;0.0631114528340127
"BOJ";24;"4O_b";0.000100041426410025;3.77881791220039e-05;0.00706814899917342;0.133966639972266;0.00880481256338036;0.152488879734728
"BOJ";24;"4O_c";0.000447280302265206;7.94265352623434e-05;0.0140529339202045;0.148627559144349;0.00944355286940073;0.0551434824258107
"BOJ";24;"4E";0.000168637647554936;6.12496709681984e-05;0.00570122565114763;0.101564540381276;0.0142710743392708;0.227240723887238
"BOJ";26;"3O";0.00053046965563859;0.000112883943164549;0.0115657777858605;0.132480719829776;0.0126417868200507;0.181247853775475
"BOJ";26;"3E";0.00316822884070116;0.000220595247113191;0.0201882836911851;0.135708794499383;0.018011635757228;0.0701232891118723
"BOJ";26;"4O_b";0.000182793063368542;8.95597407439788e-05;0.0103627293306058;0.135641996753114;0.00951774142404383;0.167695391744227
"BOJ";26;"4O_c";0.00081580466500987;0.000188201205756349;0.0203176512651145;0.152878362810731;0.0102168908441268;0.0612874460060819
"BOJ";26;"4E";0.000307997135824096;0.000145144078446696;0.00838122210061317;0.100870811552836;0.0154453596680706;0.249402890963891
"BOJ";28;"3O";0.000927838624095097;0.00025366084013374;0.0164863030317469;0.133711317237184;0.0136238523655405;0.199101470905433
"BOJ";28;"3E";0.00548973702024034;0.000495429342799588;0.0283652061575099;0.137208423463841;0.0194358550408267;0.0779226228316545
"BOJ";28;"4O_b";0.000320166002984656;0.000201259229735156;0.0147836274475192;0.13682060864252;0.0102466604554986;0.184142510655067
"BOJ";28;"4O_c";0.0014252586754771;0.000422738628541551;0.0285009918837724;0.15674716538737;0.0110085791963608;0.0681266277551482
"BOJ";28;"4E";0.000539129198841605;0.000326079725242941;0.0119964890374079;0.0998039692268994;0.0166481664672797;0.273240248510049
"BOJ";30;"3O";0.00155480311973427;0.000540339405821542;0.0228592272664957;0.134464022269583;0.0146224353231401;0.218389374789152
"BOJ";30;"3E";0.00908311100927024;0.00105429870177734;0.038675364272597;0.138224795510599;0.0208869741967537;0.0865918115242785
"BOJ";30;"4O_b";0.000537533894707822;0.000428754612391189;0.0205183993222747;0.137508177251193;0.0109866577713831;0.201893663219503
"BOJ";30;"4O_c";0.00238455361858807;0.000899851514431149;0.0387888988444085;0.16020086436051;0.0118133533761806;0.0757347561311979
"BOJ";30;"4E";0.00090438602645408;0.000694320252382771;0.0167158550489175;0.0984068917113728;0.0178715438210319;0.298820787622129
"BOJ";32;"3O";0.00249586636727911;0.00109080933795545;0.0308329669468216;0.134753510040426;0.01563032611386;0.239181010704753
"BOJ";32;"3E";0.0143441340771414;0.00212471047278016;0.0511940658287073;0.138768320380647;0.0223547124179768;0.0962191951352515
"BOJ";32;"4O_b";0.00086503826211431;0.000865685100569097;0.0277064976055782;0.137721309488835;0.0117323174368484;0.221009695138333
"BOJ";32;"4O_c";0.00381991707523015;0.00181430002225547;0.0512404158547236;0.163214336402059;0.012625388453475;0.0841911239728289
"BOJ";32;"4E";0.00145378037202976;0.00140066819300531;0.0226741978499912;0.0967265101257089;0.0191066810841062;0.326207936476714
"BOJ";34;"3O";0.00383787529924618;0.00208610121361313;0.0404707119038851;0.134604061650173;0.0166396869672263;0.2615419963152
"BOJ";34;"3E";0.0216204341954269;0.00405198848492231;0.0658471978091141;0.1388593969408;0.0238278366606288;0.106898780821717
"BOJ";34;"4O_b";0.00133430874565841;0.00165599600555028;0.0364116516647151;0.137486375437108;0.0124777740276759;0.241547813307384
"BOJ";34;"4O_c";0.00585878796000991;0.00346263772315497;0.0657660462435963;0.165771307507576;0.0134383563291224;0.0935803562778135
"BOJ";34;"4E";0.00223931176025787;0.00267559455312121;0.0299479370616215;0.0948115646486123;0.0203439934183991;0.355459485888235
"BOJ";36;"3O";0.00565338178967223;0.00377771750722282;0.0517288883729636;0.134048102984093;0.0176421404879084;0.28553283042874
"BOJ";36;"3E";0.031120591596464;0.00730617899146824;0.0824117800319375;0.1385271318283;0.0252942845994471;0.118729685160953
"BOJ";36;"4O_b";0.00197276642035092;0.00300004272127555;0.0466013287146236;0.136837940974287;0.0132167803990765;0.263560456785068
"BOJ";36;"4O_c";0.00860421026876663;0.00625078045603225;0.0821318925462392;0.167864819985651;0.0142454975393321;0.103991964766802
"BOJ";36;"4E";0.00330533251152322;0.00483662126459565;0.0385343647851223;0.0927105971126547;0.0215732296562918;0.386626477716563
"BOJ";38;"3O";0.00797908137530583;0.0064748551648394;0.0644491377888994;0.13312445978884;0.0186288754041238;0.311207533353443
"BOJ";38;"3E";0.0428294699100689;0.0124448712631349;0.100540425715302;0.137807723930204;0.0267413133394788;0.131815285044203
"BOJ";38;"4O_b";0.00279587715540026;0.00514494276992873;0.0581380122222107;0.135816926358414;0.0139427878570666;0.287094114949853
"BOJ";38;"4O_c";0.0121029448643097;0.0106649829687221;0.0999870418323132;0.169497269722268;0.0150397068438017;0.115519643771702
"BOJ";38;"4E";0.00467572723303125;0.00826846864626656;0.0483392624464352;0.0904702857122417;0.0227836013068364;0.419752071562177
"BOJ";40;"3O";0.0107934932961759;0.0104997687330222;0.0783650119184712;0.131876481607706;0.019590767944117;0.338612244806373
"BOJ";40;"3E";0.0564567045913366;0.0200122194747432;0.119800439164313;0.136742660372353;0.028155671816771;0.146262028659176
"BOJ";40;"4O_b";0.003798638107087;0.00834975624087515;0.0707837691112179;0.134468650000953;0.0146490375105993;0.312188115363366
"BOJ";40;"4O_c";0.0163141236925823;0.0171885573627824;0.118904002147704;0.170680024010828;0.0158136313314198;0.128260261214832
"BOJ";40;"4E";0.00634019099058681;0.0133616443239995;0.0591752638920544;0.0881341731567804;0.0239639308224892;0.454870406939398
"BOJ";42;"3O";0.0139998691845762;0.0161074741672188;0.0931204198419475;0.130350178451693;0.0205185167341333;0.367783809948063
"BOJ";42;"3E";0.0714338865598411;0.030377795215606;0.139715096676519;0.135376868350373;0.0295237939952538;0.162177861764492
"BOJ";42;"4O_b";0.00494842677365726;0.0128220768786871;0.0842158505851108;0.132840905115229;0.0153286611824413;0.338873407409878
"BOJ";42;"4O_c";0.0210872561024319;0.0261648437364946;0.138419523476588;0.171432664701521;0.0165597793334875;0.142312500842717
"BOJ";42;"4E";0.00824315455479996;0.0204075435951992;0.0707705949471004;0.0857417922848611;0.0251028165641356;0.492005479480066
"BOJ";44;"3O";0.0174204409456647;0.0233824330282706;0.10829419996993;0.128592490636531;0.0214027885957441;0.3987483878631
"BOJ";44;"3E";0.0869576552410636;0.043556916755305;0.159796835548692;0.133756949857306;0.0308320091882482;0.179670233084069
"BOJ";44;"4O_b";0.00618172308938313;0.0186353578070982;0.0980485231455978;0.130982190683875;0.0159747898869956;0.367171370571258
"BOJ";44;"4O_c";0.0261574929683314;0.0376383409717671;0.158066001822471;0.171781929083483;0.0172706380212863;0.15777511855172
"BOJ";44;"4E";0.0102792823149319;0.0294711719806974;0.082785353599311;0.0833281576332204;0.0261888112670377;0.531170050616447
"BOJ";46;"3O";0.020806181369949;0.0321430980706937;0.123424926116734;0.126649779975036;0.0222343721635602;0.431520119354086
"BOJ";46;"3E";0.102062453946407;0.0590827960513647;0.17956725318921;0.131929598311667;0.032066765132989;0.198843657192516
"BOJ";46;"4O_b";0.00740681481965355;0.025650896204894;0.111855854157964;0.128940183631389;0.0165806675593767;0.397092677960785
"BOJ";46;"4O_c";0.0311623971559312;0.0512324785407899;0.177389143724463;0.171760438761414;0.0179387971995055;0.174744787685401
"BOJ";46;"4E";0.0122985721099191;0.0402846545120509;0.0948313495728879;0.0809235690582274;0.0272106102464767;0.572364610569881
"BOJ";48;"3O";0.0238627894195791;0.0418928471348924;0.138031809104248;0.124566595558588;0.0230043358664843;0.466099891960268
"BOJ";48;"3E";0.115704937168475;0.0759915319967545;0.198563946350472;0.129940263098843;0.0332148588557867;0.219796834561985
"BOJ";48;"4O_b";0.00851335726404391;0.0334753567996339;0.12519156115943;0.126760502523486;0.0171397674565235;0.428636246266024
"BOJ";48;"4O_c";0.0356795409523406;0.0661201456779695;0.195952585114907;0.171405313630881;0.0185570765057224;0.193313526507613
"BOJ";48;"4E";0.0141220167741192;0.0522079782063891;0.106491922705835;0.078553663089161;0.0281572451141115;0.615576414302468
"BOJ";50;"3O";0.0262897230165586;0.0518443098704048;0.151630191397663;0.122384734738375;0.0237041865346492;0.50247423943579
"BOJ";50;"3E";0.126849657612325;0.092931935069577;0.21633749975486;0.127832095372746;0.0342636699115099;0.242619356825969
"BOJ";50;"4O_b";0.00938785427252992;0.0414768599608483;0.137604329028675;0.124485779637391;0.0176459084606798;0.461788302396258
"BOJ";50;"4O_c";0.0392798210424095;0.0811061929067257;0.213333113635715;0.170756764501046;0.0191186530031591;0.213565726159655
"BOJ";50;"4E";0.0155661065724016;0.0642802881484707;0.117339634610476;0.0762396466988584;0.02901827842661;0.660778609373388
"BOJ";52;"3O";0.027825827372595;0.0610182334118321;0.163742556973627;0.120142593017169;0.0243260247248313;0.540614410420165
"BOJ";52;"3E";0.134555329462688;0.108358352703953;0.232443181938653;0.125645180026057;0.0352013902871674;0.26738806031694
"BOJ";52;"4O_b";0.00993228769221722;0.0488627504412616;0.148649211805106;0.122155031152455;0.0180933684084398;0.496521594841742
"BOJ";52;"4O_c";0.0415883928194327;0.0947942912441101;0.229111070534975;0.169856745987317;0.0196171860210809;0.235574829102659
"BOJ";52;"4E";0.0164719273026094;0.0753492286943538;0.126951516847853;0.0739986536031341;0.0297839944752089;0.707929473408687
"BOJ";54;"3O";0.0282930602682934;0.0683935506127881;0.17390759609884;0.117874777013593;0.0248626928102144;0.580475636735508
"BOJ";54;"3E";0.138066148104889;0.120744798031351;0.246431864276544;0.123416036772781;0.0360172451430614;0.294163131002987
"BOJ";54;"4O_b";0.0100818473393175;0.0548018484096459;0.157897273336729;0.11980329595395;0.0184769915520218;0.532794774084021
"BOJ";54;"4O_c";0.042343480745204;0.10578683803034;0.242860258363862;0.168747733847344;0.0200469360630126;0.259399745160202
"BOJ";54;"4E";0.0167329326102074;0.0842415253249375;0.134923023858321;0.0718441722513222;0.0304455813619658;0.75697177720032
"BOJ";56;"3O";0.0276292807071072;0.0730748468737053;0.181690570528846;0.115611942600655;0.0253079119620655;0.62199662582807
"BOJ";56;"3E";0.13691021717588;0.128777903620113;0.257844205207084;0.121177358507778;0.036701698637205;0.322984106249741
"BOJ";56;"4O_b";0.00981747736970262;0.058563683185391;0.164946327732701;0.117461502070338;0.0187922873373085;0.570551961513515
"BOJ";56;"4O_c";0.0414426055436041;0.112875790298674;0.254141124811011;0.167471670994749;0.0204028746722435;0.28508113243514
"BOJ";56;"4E";0.0163151166116191;0.0899371869650574;0.140882640951848;0.0697865051169759;0.030995299603352;0.807832287377128
"BOJ";58;"3O";0.0259022984405161;0.0744464196266942;0.186698144104149;0.113380814855114;0.0256564043622595;0.665099294653743
"BOJ";58;"3E";0.130997073679822;0.131518140934206;0.266211775641013;0.118957947059995;0.0372466393429611;0.353865959208542
"BOJ";58;"4O_b";0.00916995058600327;0.0596477626010043;0.169435590768403;0.115156515012167;0.0190355178555555;0.609722520479862
"BOJ";58;"4O_c";0.0389661504474058;0.115206288060771;0.262500642719998;0.16606910668922;0.0206807823176005;0.312637709898166
"BOJ";58;"4E";0.0152645174742733;0.091723473879226;0.144509140981483;0.0678332291821249;0.0314266327560388;0.860421420234604
"BOJ";60;"3O";0.023300646297004;0.0722887608161001;0.18860007497447;0.111204346143341;0.0259039973224407;0.709688754225851
"BOJ";60;"3E";0.120691638962098;0.128535041837957;0.271068662571939;0.116782803972827;0.0376455402218911;0.386795484808276
"BOJ";60;"4O_b";0.00821423126663742;0.0578805984507313;0.17106632449849;0.112911322680763;0.0192037715887429;0.650221036673022
"BOJ";60;"4O_c";0.035170646949275;0.112409409047889;0.267482258275503;0.164578535892254;0.0208773316366695;0.342062802477633
"BOJ";60;"4E";0.0136996792043431;0.0893156706745511;0.145552777690159;0.0659896366919792;0.031734415968309;0.914633055778742
"BOJ";62;"3O";0.0201017021045612;0.0668360894017775;0.187158666310664;0.109101971926221;0.0260477064385117;0.755653545618261
"BOJ";62;"3E";0.106829833555813;0.120012580868387;0.27197690786327;0.114673335561798;0.037893588741505;0.421728226450431
"BOJ";62;"4O_b";0.00705543328689264;0.0534613245874525;0.169629125188515;0.11074531540042;0.0192950214147419;0.691947508412634
"BOJ";62;"4O_c";0.0304496962564357;0.104694578130137;0.268649265618782;0.163035931725222;0.0209901537408057;0.373321342418931
"BOJ";62;"4E";0.0117903840498823;0.0829300849422706;0.143860281614814;0.0642591428918312;0.0319149389120898;0.970344518440313
"BOJ";64;"3O";0.0166237684239968;0.058754750025693;0.182264521637806;0.107089929232092;0.0260857954636816;0.802866120000834
"BOJ";64;"3E";0.0906425591645411;0.106794347723076;0.268568312489614;0.112647635765431;0.0379877835113949;0.458586183981135
"BOJ";64;"4O_b";0.00580991621030296;0.0469397139929457;0.165036297992364;0.108674625501457;0.0193081652566774;0.734787741029628
"BOJ";64;"4O_c";0.0252686841918211;0.0928732374598664;0.26562439386118;0.161474453855304;0.0210178857347151;0.406347556932416
"BOJ";64;"4E";0.0097276276652282;0.0732853239064558;0.139401477276181;0.0626436534400035;0.0319660202276652;1.02741672835096
"BOJ";66;"3O";0.0131734461802381;0.0490315567776764;0.173973973624442;0.105181609040239;0.0260178112207337;0.851183547810672
"BOJ";66;"3E";0.0735786870650941;0.0903174204286291;0.260602813277499;0.110720815971753;0.0379269947248013;0.497256522089144
"BOJ";66;"4O_b";0.00458620960294426;0.0391200764343606;0.157354863246553;0.106712497552177;0.0192430482368505;0.77861393375333
"BOJ";66;"4O_c";0.0200877847139909;0.0782737734616956;0.258146403215974;0.159924309358772;0.0209601981178963;0.441043557141227
"BOJ";66;"4E";0.00769215471151274;0.0615063374560458;0.132292961411377;0.0611438886275559;0.031887051392786;1.08569452462869
"BOJ";68;"3O";0.0100009403986006;0.0387855256513012;0.162540047438324;0.103387920178705;0.0258445925720713;0.900448435892522
"BOJ";68;"3E";0.0570600754599567;0.0723969925761711;0.248039011929366;0.10890535711109;0.037711986704022;0.537591452171083
"BOJ";68;"4O_b";0.00347011204684248;0.0309052336253258;0.146832667330634;0.10486966695664;0.0191004657125932;0.823285442704184
"BOJ";68;"4O_c";0.0152921765594296;0.0625262210372683;0.246140192324392;0.158412739669869;0.0208178012977386;0.477279004648733
"BOJ";68;"4E";0.00582892212519102;0.0489271771489958;0.122812227571671;0.0597596646438591;0.0316790087827689;1.14500715986494
"BOJ";70;"3O";0.00727292873378488;0.0290492548504558;0.148426207528684;0.10171764821415;0.0255682531994231;0.950490026720246
"BOJ";70;"3E";0.0422400637766032;0.054883736522469;0.231105396862333;0.107211465193785;0.0373454019209326;0.579409391500859
"BOJ";70;"4O_b";0.00251666458625347;0.0231201843620649;0.133907976363002;0.103154730667379;0.0188821471109036;0.868649699979846
"BOJ";70;"4O_c";0.0111460408415174;0.0472497141724144;0.229790013732979;0.156964106913919;0.0205924310343657;0.51489197036375
"BOJ";70;"4E";0.00423253932773208;0.0368319778283866;0.11139492624071;0.0584901341621646;0.0313444335875724;1.20516896298201
"BOJ";72;"3O";0.00506651215391735;0.0205865440074301;0.132292251094987;0.100177797894345;0.0251921386872256;1.0011254508384
"BOJ";72;"3E";0.0298431725037364;0.0392949806264595;0.210352925997586;0.105647416738906;0.0368317069592519;0.622497416588843
"BOJ";72;"4O_b";0.00174945127561621;0.0163688108451653;0.119193426169874;0.101574498927173;0.0185907210211075;0.914543266543285
"BOJ";72;"4O_c";0.00777836753907537;0.0337373594954393;0.209597172832469;0.155600054492759;0.0202868132339926;0.553691019899373
"BOJ";72;"4E";0.0029450320177684;0.0262137627607775;0.0986097026858519;0.0573339897305418;0.0308873801631064;1.26598016585747
"BOJ";74;"3O";0.00338126322018425;0.0138015625772684;0.114946175443401;0.0987739118782743;0.0247207591276384;1.05216110248071
"BOJ";74;"3E";0.0201290319092505;0.0265567245835495;0.186664888201649;0.104219884991573;0.036177101963072;0.666614931696352
"BOJ";74;"4O_b";0.00116569913712313;0.0109656198053679;0.10342958959783;0.100134321156234;0.0182296625304436;0.960792995690713
"BOJ";74;"4O_c";0.00519792950619901;0.0227517031757237;0.186397810137222;0.154339719543433;0.0199046090889211;0.593458468757648
"BOJ";74;"4E";0.00196372427350716;0.0176329376596886;0.0851097133845458;0.0562896340617732;0.0303133342840062;1.32722788758634
"BOJ";76;"3O";0.00216210726124386;0.00875470635599975;0.0972646896793512;0.0975103617627178;0.024159699144725;1.10339410882106
"BOJ";76;"3E";0.0129695282653747;0.0169452505789813;0.161203753783111;0.102934241412758;0.0353893961373878;0.711498379664507
"BOJ";76;"4O_b";0.00074455817733865;0.0069519613915939;0.0874114931877773;0.0988383823670764;0.0178032242774454;1.00721728419859
"BOJ";76;"4O_c";0.00332686681797896;0.0144943522367179;0.161318670277857;0.15319997824746;0.0194503421073337;0.63395465906129
"BOJ";76;"4E";0.00125490102110582;0.01121235679752;0.07156656980759;0.0553553215033909;0.0296291036015747;1.38868726894803
"BOJ";78;"3O";0.0013248541191965;0.00525643864566001;0.0800956436031266;0.0963906098697856;0.0235155078463286;1.15461386525284
"BOJ";78;"3E";0.00798865869150636;0.0102153858729433;0.135290451772471;0.10179482968986;0.0344778527942703;0.756866742151261
"BOJ";78;"4O_b";0.000455889373763812;0.00417247889174096;0.0719006504069805;0.0976899689158266;0.0173163531349507;1.05362738963339
"BOJ";78;"4O_c";0.00203987175780558;0.00872833424961494;0.135663327124239;0.152195708486354;0.018929309065367;0.674923029181684
"BOJ";78;"4E";0.000768630135574059;0.0067432836265525;0.0585986839977181;0.0545292748791515;0.0288426833637367;1.45012274852214
"BOJ";80;"3O";0.000778058016753929;0.00298869368156928;0.0641633054737501;0.0954174420161697;0.0227955717334124;1.20560361213852
"BOJ";80;"3E";0.0047075433525188;0.00582340051020413;0.110235870748768;0.100805211554774;0.0334530082404152;0.80242752018118
"BOJ";80;"4O_b";0.000267601624809297;0.00237180595810508;0.0575414259001386;0.0966917041149375;0.0167745948034774;1.09982879449822
"BOJ";80;"4O_c";0.00119846933218149;0.00497218084648404;0.110745871469414;0.151340057712746;0.0183474773306005;0.716095688584777
"BOJ";80;"4E";0.000451276101420379;0.00383819642888354;0.0467088712639288;0.0538097816334072;0.027963101097518;1.51128947090694
"BOJ";82;"3O";0.000437986062782944;0.00160991897265188;0.0499979069589136;0.094593172670999;0.0220079740108444;1.25614203223288
"BOJ";82;"3E";0.00265562430052385;0.00314185621265796;0.0871661133846731;0.0999683851258514;0.0323264694510835;0.84788286039831
"BOJ";82;"4O_b";0.000150592435844462;0.00127743353899494;0.0448003272052084;0.0958457553748993;0.0161839888845094;1.14562260059291
"BOJ";82;"4O_c";0.000674819601749996;0.00268145410919014;0.0877126519803853;0.150644706944967;0.0177113713363346;0.757199179972922
"BOJ";82;"4E";0.000253989873123151;0.00206886544004376;0.0362438965681723;0.0531952728576167;0.0270002444673747;1.57193481658221
"BOJ";84;"3O";0.000236348576120115;0.000821897754241781;0.0379033928310839;0.0939198246489732;0.0211613440381459;1.30600485205694
"BOJ";84;"3E";0.0014348735073983;0.00160543844604698;0.0668889317510956;0.0992869774311775;0.0311106959515959;0.89293549983611
"BOJ";84;"4O_b";8.12485636442648e-05;0.000652102384219054;0.0339397816355841;0.0951540152396899;0.0155509572032828;1.19080693987823
"BOJ";84;"4O_c";0.000364206545541164;0.00136984352615468;0.0674011231665583;0.150120124398117;0.0170279512197825;0.79796011244701
"BOJ";84;"4E";0.000137045457706447;0.00105659292701699;0.0273821797840283;0.052684388387344;0.0259646768889529;1.63180004207617
"BOJ";86;"3O";0.00012226979102946;0.000397776514173742;0.0279653330759804;0.0933992858883325;0.0202647008259919;1.35496643450714
"BOJ";86;"3E";0.000742846124693506;0.000777370806030285;0.0498338352355523;0.0987634133333434;0.0298187716175692;0.937294239837822
"BOJ";86;"4O_b";4.20277150289114e-05;0.00031558581936321;0.0250273436767253;0.0946182590445985;0.0148821882570779;1.23517839098127
"BOJ";86;"4O_c";0.000188431135801974;0.000663204801234787;0.050271535862411;0.149775804404742;0.0163044867686085;0.838110381303317
"BOJ";86;"4E";7.0893311547747e-05;0.000511465798277377;0.0201479552417504;0.0522760307639622;0.024867445688034;1.6906220182012
"BOJ";88;"3O";6.06427260471467e-05;0.000182535021211047;0.0200899928916928;0.0930334460208163;0.0193272945219541;1.40280135360474
"BOJ";88;"3E";0.000368582568007773;0.000356816299002355;0.0360706817044103;0.0984000633560916;0.0284641722038349;0.980678721323726
"BOJ";88;"4O_b";2.08434622668411e-05;0.000144815305603108;0.0179718802511825;0.0942402820484969;0.0141845206767331;1.27853339302214
"BOJ";88;"4O_c";9.3461687182161e-05;0.000304392832558898;0.0364192432986719;0.149620488966267;0.0155484298473793;0.877391746333527
"BOJ";88;"4E";3.51601473892383e-05;0.000234729984932773;0.0144440475435267;0.0519694104798617;0.0237198876454863;1.74813505318764
"BOJ";90;"3O";2.88366279525117e-05;7.94305265992115e-05;0.0140597480015792;0.0928243154264009;0.0183584497400137;1.44928594527866
"BOJ";90;"3E";0.000175304978011347;0.000155288441183297;0.0253863061960201;0.0981993729892122;0.0270605343220431;1.02282334958788
"BOJ";90;"4O_b";9.91110544574886e-06;6.30159961091283e-05;0.0125735157138149;0.0940220188493741;0.0134648285088732;1.3206696505042
"BOJ";90;"4O_c";4.44437547993909e-05;0.00013246905029917;0.0256484783593275;0.149662370551515;0.0147672884009204;0.915559612321397
"BOJ";90;"4E";1.67189479587138e-05;0.000102148419670737;0.010092932483263;0.0517640845816267;0.0225334366643957;1.80407278655343
"BOJ";92;"3O";1.31469290306988e-05;3.2778631107194e-05;0.0095902027727015;0.0927741293356906;0.0173674143805907;1.49419983027484
"BOJ";92;"3E";7.99322329147656e-05;6.4086573249311e-05;0.0173870184029902;0.0981639759818158;0.0256214313183759;1.06348029702373
"BOJ";92;"4O_b";4.51850780088134e-06;2.60047040530873e-05;0.00857452134102081;0.0939656477382329;0.0127299109604519;1.36138752447961
"BOJ";92;"4O_c";2.02626569525505e-05;5.46683135893154e-05;0.0175750047191824;0.149909275673265;0.0139685049616959;0.952385932872382
"BOJ";92;"4E";7.62228109867269e-06;4.21546123081026e-05;0.00687677968979386;0.0516599903980785;0.0213194380446342;1.85817013850404
"BOJ";94;"3O";5.74675706313299e-06;1.28283672367114e-05;0.00637857838248105;0.0928854393391536;0.0163632172734622;1.53732740662794
"BOJ";94;"3E";3.49416949443194e-05;2.50817810829787e-05;0.0115976909428863;0.0982967939724725;0.0241601610723144;1.10242158728038
"BOJ";94;"4O_b";1.97510489445189e-06;1.01772746947362e-05;0.00570213981301019;0.0940736824236249;0.0119863890050732;1.40049140603342
"BOJ";94;"4O_c";8.85722673759752e-06;2.13955808049068e-05;0.011727058713085;0.150368829383516;0.0131593423331011;0.987661232405768
"BOJ";94;"4E";3.33182053049738e-06;1.64979538252696e-05;0.00457028102633632;0.0516574758905631;0.0200889734678283;1.91016529857807
"BOJ";96;"3O";2.40847744613859e-06;4.76142312247647e-06;0.00413837422754621;0.093161194414518;0.0153545375709115;1.57845930963003
"BOJ";96;"3E";1.46445090955554e-05;9.3095403177872e-06;0.00753934326762897;0.09860112458177;0.0226895501674743;1.13944032713451
"BOJ";96;"4O_b";8.27767381080198e-07;3.77743045654817e-06;0.00369910955705343;0.0943490532961637;0.0112406109441962;1.43779106833711
"BOJ";96;"4O_c";3.71209305675848e-06;7.94132061878608e-06;0.00762521638619598;0.151048601186171;0.0123467787928403;1.02119580366906
"BOJ";96;"4E";1.39636983019843e-06;6.12346601376249e-06;0.00296358802079345;0.0517573278898084;0.0188527003014498;1.95980173617392
"BOJ";98;"3O";9.67798418456757e-07;1.67606406407345e-06;0.00261985603433389;0.0936048133113957;0.0143495883415168;1.61739383696622
"BOJ";98;"3E";5.88467104851636e-06;3.27705583935127e-06;0.00477916276924875;0.0990807198321697;0.0212217782031084;1.17435119844452
"BOJ";98;"4O_b";3.32621183577995e-07;1.32968923540156e-06;0.00234160641097081;0.0947951801185091;0.010498568659724;1.47310299317236
"BOJ";98;"4O_c";1.49163234248933e-06;2.79542506659397e-06;0.00483434877690852;0.151956233019537;0.0115374147755094;1.05282018481399
"BOJ";98;"4E";5.61102724232124e-07;2.15551909673057e-06;0.00187547762525389;0.0519607992837635;0.017620708247524;2.00683021455425
"BOJ";100;"3O";3.72864036933173e-07;5.59544358172202e-07;0.00161870866717556;0.0942202498476528;0.0133560162867955;1.65393833579073
"BOJ";100;"3E";2.26720081487182e-06;1.0940279344588e-06;0.00295538252199283;0.0997398564766969;0.0197682252500034;1.20699035043263
"BOJ";100;"4O_b";1.28148986310242e-07;4.43909049255456e-07;0.00144672197470941;0.0954160377330374;0.00976582590286021;1.5062516670221
"BOJ";100;"4O_c";5.74682071522695e-07;9.33237635708208e-07;0.00298981111566204;0.153099549949954;0.0107373925677247;1.08238504908352
"BOJ";100;"4E";2.16176155863019e-07;7.1960811714921e-07;0.00115851997185086;0.0522696360497082;0.0164023957145347;2.051010788981
"ERS";24;"2O";NA;0.000124262031870785;0.0029525943579339;0.0769872089158907;0.00330057019430203;0.263405509873758
"ERS";24;"3O_a";NA;2.44854463127204e-05;0.00190133185122779;0.0672046748510456;0.00963309174139063;0.220415478941978
"ERS";24;"3O_b";NA;3.3689877541346e-05;0.00294892671080074;0.102878098012622;0.0128650975990603;0.198410451926856
"ERS";24;"4E";NA;4.03853676143382e-05;0.00106495809440543;0.0499881283820459;0.0149323262027013;0.294599104680454
