"essence";"DHPcm";"eco";"vm3_DER";"vm3_F1";"vm3_F2";"vm3_F3";"vm3_F4";"vm3_P"
"ERS";24;"4O_b";NA;6.24330124915965e-06;0.000320610992688174;0.0743410906994188;0.0181654987510704;0.265745888701211
"ERS";24;"4O_c";NA;4.77720358135358e-06;0.000684979004407274;0.0596338421537639;0.0174029368180507;0.20489426864772
"ERS";26;"2O";NA;0.000318316455725789;0.00573530968528495;0.0857925814858925;0.00313153951501601;0.282862067343287
"ERS";26;"3O_a";NA;6.27519119858955e-05;0.00370193284054411;0.0749877622672699;0.00927907763941473;0.236293397232809
"ERS";26;"3O_b";NA;8.63342425899669e-05;0.00571657926037244;0.113713208492112;0.0123881358312359;0.212849148137821
"ERS";26;"4E";NA;0.000103488435174333;0.00208086217726737;0.0559502267367826;0.0144361344794615;0.317223291152108
"ERS";26;"4O_b";NA;1.60022734527342e-05;0.000628701568441713;0.0829947936235354;0.0175256561798728;0.286171195718335
"ERS";26;"4O_c";NA;1.22446814222265e-05;0.00134085951648107;0.0666523136825572;0.0167761544087728;0.219552283615365
"ERS";28;"2O";NA;0.000771046636691461;0.0105983806521503;0.0952104152938952;0.0029902481794186;0.303352584638789
"ERS";28;"3O_a";NA;0.00015215227400732;0.00686611466491723;0.0833182014938463;0.00897384584016696;0.252945334401286
"ERS";28;"3O_b";NA;0.000209294596728778;0.0105303222526756;0.125261175918122;0.011977194622746;0.22801724216808
"ERS";28;"4E";NA;0.000250860526254413;0.00388119947015884;0.0623437071028707;0.0140049041467376;0.341208422405209
"ERS";28;"4O_b";NA;3.88095251392809e-05;0.00117938117768185;0.092259938690514;0.0169720937482353;0.307828284546589
"ERS";28;"4O_c";NA;2.969736398861e-05;0.00250827183074927;0.0741718978780382;0.0162348553403627;0.234907312809315
"ERS";30;"2O";NA;0.00176489754689553;0.0185876432393042;0.105244561132328;0.00287417551798931;0.324888985202165
"ERS";30;"3O_a";NA;0.000348974058739523;0.0121078093996124;0.0921983848112399;0.00871819050786699;0.270367472412649
"ERS";30;"3O_b";NA;0.000479862233250093;0.0183824677587576;0.137536670186587;0.011633139122429;0.243916125471502
"ERS";30;"4E";NA;0.000575069977494724;0.00690203081693695;0.0691686765142243;0.0136421705020644;0.366601799832096
"ERS";30;"4O_b";NA;8.90569159144234e-05;0.00211565664941468;0.102138734903588;0.0165075679502965;0.33076054738841
"ERS";30;"4O_c";NA;6.81514878084309e-05;0.00448029912627711;0.0821936169540984;0.015781062009153;0.250952565969029
"ERS";32;"2O";NA;0.00381336938438891;0.0308687319605315;0.115895269724729;0.00278122763999658;0.347477797583971
"ERS";32;"3O_a";NA;0.000756930525286463;0.0202604574395486;0.101627179457311;0.008512267577564;0.288550007138685
"ERS";32;"3O_b";NA;0.00104011265381794;0.0303336284677085;0.150552316081327;0.0113560178768468;0.260542285204247
"ERS";32;"4E";NA;0.00124609218397364;0.0116874837899312;0.0764218446023803;0.0133500910469082;0.393449212748604
"ERS";32;"4O_b";NA;0.000193349083935895;0.00362774104945927;0.112629307746821;0.0161334100406849;0.355010119950869
"ERS";32;"4O_c";NA;0.000147980255744736;0.00763493724073006;0.0907148815693512;0.0154155385740974;0.267675386666541
"ERS";34;"2O";NA;0.00776523679596935;0.0484649006363224;0.12715869161464;0.00270972371075688;0.37111941687338
"ERS";34;"3O_a";NA;0.00155200524848442;0.0321229278280963;0.11159947973577;0.00835597416670034;0.307476472453273
"ERS";34;"3O_b";NA;0.00213000493869009;0.0472388526145303;0.164318131012569;0.011145564903264;0.27788670600699
"ERS";34;"4E";NA;0.00255040741170749;0.0188242718629959;0.0840961657759996;0.013130070722455;0.421794571250847
"ERS";34;"4O_b";NA;0.000397118336331494;0.00594365155946252;0.123725198199847;0.0158502667515998;0.380617564337718
"ERS";34;"4O_c";NA;0.000304003686302775;0.0124030111418464;0.0997290785585461;0.015138489100552;0.285056624398807
"ERS";36;"2O";NA;0.0148711906377881;0.0719188400132477;0.139026290287098;0.00265837886882794;0.395807326777689
"ERS";36;"3O_a";NA;0.00300655257106066;0.0482337075591595;0.12210568490298;0.00824923946917255;0.327123052478381
"ERS";36;"3O_b";NA;0.00411770043626755;0.0694300881673723;0.178840866010474;0.0110015830646829;0.295934251796781
"ERS";36;"4E";NA;0.0049258401351684;0.0288208031628188;0.0921804334361515;0.0129832624107756;0.451679515897082
"ERS";36;"4O_b";NA;0.000771514307991962;0.00930184156251945;0.135414780787441;0.0156586790048956;0.407621532642522
"ERS";36;"4O_c";NA;0.000590836407754629;0.0191977833322961;0.109225096476612;0.0149500977252336;0.303070003177971
"ERS";38;"2O";NA;0.0267221328432375;0.101030620438003;0.151484168394196;0.002626288686947;0.4215272871429
"ERS";38;"3O_a";NA;0.00549925379935414;0.0686554828755856;0.1331311029545;0.0081922486753762;0.347457892727125
"ERS";38;"3O_b";NA;0.00750721111781436;0.0965186231009227;0.194123246686002;0.0109242382526538;0.314663034718544
"ERS";38;"4E";NA;0.00896757878681165;0.041955062829689;0.100658826827382;0.0129109652885413;0.483143004377182
"ERS";38;"4O_b";NA;0.00141757348042559;0.0139043228875845;0.147680600907779;0.015559533927584;0.43605841153523
"ERS";38;"4O_c";NA;0.00108624762042487;0.0283124544230891;0.11918678935794;0.0148509473956409;0.32168149835048
"ERS";40;"2O";NA;0.0449654945499461;0.134822244512495;0.164512309447815;0.00261291835613903;0.448256493487681
"ERS";40;"3O_a";NA;0.00949132530404859;0.0928770874564131;0.144655283128556;0.008185619995344;0.368440423340645
"ERS";40;"3O_b";NA;0.0128958484845217;0.127443188218913;0.210163110362532;0.0109142915341231;0.334043780325281
"ERS";40;"4E";NA;0.0153722397009;0.0581445513901068;0.109510414046094;0.0129149464387985;0.516220875455203
"ERS";40;"4O_b";NA;0.00246295115204428;0.0198564388923155;0.160498634905153;0.0155544253731871;0.465961948251376
"ERS";40;"4O_c";NA;0.00188896175601911;0.0398113454586604;0.129592382091799;0.014842352302886;0.340848735791181
"ERS";42;"2O";NA;0.0708016821286851;0.171750140754024;0.178083740135975;0.00261809875654068;0.475962717199176
"ERS";42;"3O_a";NA;0.0154511176755078;0.119885977530702;0.156651282930197;0.00823055220426294;0.390020710268607
"ERS";42;"3O_b";NA;0.0208604079992145;0.160734531577333;0.226952435381729;0.010973292642513;0.354039200200678
"ERS";42;"4E";NA;0.024796847088555;0.0768941646225838;0.118708617944943;0.012997710155825;0.550945390597329
"ERS";42;"4O_b";NA;0.00404599261424282;0.0271077815212459;0.173837479911921;0.0156459547311462;0.497362858511824
"ERS";42;"4O_c";NA;0.00310685385012281;0.0534524471694385;0.140413824115801;0.0149266350425091;0.360520430172022
"ERS";44;"2O";NA;0.104447825598969;0.210035637504988;0.192163621736432;0.00264203105543903;0.504603437424845
"ERS";44;"3O_a";NA;0.0237257882378718;0.148365077689455;0.169084878935914;0.00832895736107749;0.412138853042137
"ERS";44;"3O_b";NA;0.0317807049779665;0.194836223416717;0.244476258900672;0.0111037543785319;0.374603385587354
"ERS";44;"4E";NA;0.0376485981985187;0.0973432111971986;0.128220655263893;0.0131627368560923;0.587344753827968
"ERS";44;"4O_b";NA;0.0062841783314765;0.0354127567232715;0.187657484568714;0.0158379994455081;0.530288417020879
"ERS";44;"4O_c";NA;0.00483301544723631;0.0686712506910272;0.151616101862555;0.0151073749169166;0.380635881620421
"ERS";46;"2O";NA;0.144869661261471;0.247943772774165;0.206708283177686;0.00268530129796574;0.534124978393449
"ERS";46;"3O_a";NA;0.0343881062187364;0.176907586433681;0.181913734755525;0.00848359099128058;0.434724450648138
"ERS";46;"3O_b";NA;0.0456528271398207;0.228327799718553;0.262711480545812;0.0113093242855933;0.395681238098591
"ERS";46;"4E";NA;0.0538744841914688;0.118383587978883;0.138006963372767;0.0134147107124997;0.625442610491137
"ERS";46;"4O_b";NA;0.00922973799079386;0.0443254613357768;0.201909836543599;0.0161359726068328;0.564762031311119
"ERS";46;"4O_c";NA;0.00711133930870435;0.0846302248521238;0.163156524700604;0.0153896496985938;0.40112455265383
"ERS";48;"2O";NA;0.189945601082264;0.283919030889322;0.221664213367498;0.00274890653766276;0.564461668898985
"ERS";48;"3O_a";NA;0.0471117044832876;0.204162783842314;0.195086544492425;0.00869819027061006;0.457696159817429
"ERS";48;"3O_b";NA;0.0619691565745128;0.259997915831947;0.281625551324828;0.0115949676127328;0.417207956208513
"ERS";48;"4E";NA;0.0728430107163285;0.138794465674187;0.148020633602854;0.0137597527020161;0.665257525733028
"ERS";48;"4O_b";NA;0.0128230449206855;0.053233192289315;0.216535628504984;0.0165470937799045;0.600802799824024
"ERS";48;"4O_c";NA;0.00989928445464705;0.100312091614845;0.174984004121034;0.0157802900439203;0.421905749665553
"ERS";50;"2O";NA;0.236923120619069;0.316586294610678;0.236967036688024;0.0028342943412856;0.595535043952345
"ERS";50;"3O_a";NA;0.0611270746526864;0.228888229186041;0.208542176016353;0.00897762962420377;0.480961372631893
"ERS";50;"3O_b";NA;0.0797180087029949;0.288803004567614;0.30117505051377;0.011967174094033;0.439108598844341
"ERS";50;"4E";NA;0.093370144831895;0.157349152564777;0.158206875318493;0.0142056739572595;0.706802443665774
"ERS";50;"4O_b";NA;0.0168604197626266;0.0614218639335595;0.231464931022741;0.0170806890482638;0.638425055236264
"ERS";50;"4O_c";NA;0.0130407061738593;0.114625413691216;0.1870383517349;0.0162881636836093;0.442888435268312
"ERS";52;"2O";NA;0.282859503779976;0.344675612661711;0.252540503219219;0.00294341797277985;0.627253112088624
"ERS";52;"3O_a";NA;0.0752792934188874;0.249933842235411;0.222208845456315;0.00932810261288194;0.504416042544822
"ERS";52;"3O_b";NA;0.0974958318726657;0.313773885315192;0.321304158177829;0.0124342003783831;0.461297749922047
"ERS";52;"4E";NA;0.113864664563105;0.172880797868059;0.168502540615734;0.0147622631805312;0.750084128323423
"ERS";52;"4O_b";NA;0.0209929482279399;0.0681605180694845;0.246615908879387;0.0177485370564744;0.677637894162466
"ERS";52;"4O_c";NA;0.016262687007076;0.126500524377603;0.199249628303353;0.0169245054494949;0.463971199268231
"ERS";54;"2O";NA;0.324839773484223;0.36693101457191;0.268295534399536;0.00307881021609504;0.659509715422796
"ERS";54;"3O_a";NA;0.0881700853976779;0.266201308238035;0.236003362564683;0.00975733892639034;0.527944689463063
"ERS";54;"3O_b";NA;0.113679902430631;0.33391995332477;0.34194303794509;0.0130063599158351;0.483679309915393
"ERS";54;"4E";NA;0.13252126815444;0.184321322822376;0.178835745726039;0.015441621330819;0.795102587681313
"ERS";54;"4O_b";NA;0.0247654044733992;0.0727921834799612;0.261894026471003;0.0185652774709442;0.718444694486967
"ERS";54;"4O_c";NA;0.0192052226477975;0.134971605570801;0.211537583468517;0.0177033089800613;0.485042416703728
"ERS";56;"2O";NA;0.359976530441316;0.382048048747055;0.28412937545011;0.00324367965467996;0.692184013142974
"ERS";56;"3O_a";NA;0.0983493234590294;0.276619466965098;0.249830495902202;0.0102748656343915;0.551420615194832
"ERS";56;"3O_b";NA;0.126613135963904;0.348161777709328;0.363006154072221;0.0136963726029608;0.506146442333623
"ERS";56;"4E";NA;0.147506937729989;0.190740942213565;0.18912563161675;0.0162585566649946;0.841850482182475
"ERS";56;"4O_b";NA;0.0276920427913921;0.074821264401378;0.277191398222126;0.0195488985543415;0.760842621700515
"ERS";56;"4O_c";NA;0.0214824584402568;0.139254074642025;0.223811233902447;0.0186417963818997;0.505980620980788
"ERS";58;"2O";NA;0.385338144784021;0.388674334438462;0.299924917785388;0.00344203432273294;0.725140122543349
"ERS";58;"3O_a";NA;0.104528414498876;0.280168858032437;0.263582516876976;0.0108923224265155;0.574706360034106
"ERS";58;"3O_b";NA;0.134789611384624;0.355314925800513;0.384390559177317;0.0145197873353005;0.528581704075853
"ERS";58;"4E";NA;0.157138555013243;0.191414617138565;0.199282312524986;0.0172310532600427;0.89031251940344
"ERS";58;"4O_b";NA;0.0293536623284952;0.0739890156778195;0.292386350881654;0.0207213211835648;0.804822125744753
"ERS";58;"4O_c";NA;0.0227626149232494;0.138828730559244;0.23596863587903;0.0197609829596802;0.526655118399143
"ERS";60;"2O";NA;0.397992341582679;0.385506445395168;0.315550267372998;0.00367883903040317;0.75822695470326
"ERS";60;"3O_a";NA;0.105799330281093;0.275982092320158;0.277138992029806;0.0116238412234636;0.5976544292335
"ERS";60;"3O_b";NA;0.137058413265091;0.35415150623343;0.405974204699955;0.0154954915772454;0.550857388771751
"ERS";60;"4E";NA;0.160086584470136;0.185930013865615;0.209207066652131;0.0183808260131377;0.940464836702207
"ERS";60;"4O_b";NA;0.0294918329582706;0.0703265840161063;0.307343275588283;0.0221090972573111;0.850366429999919
"ERS";60;"4O_c";NA;0.022845185299373;0.133534631926925;0.247896916207006;0.0210863550196136;0.54692686703614
"ERS";62;"2O";NA;0.395332859083317;0.371515238164636;0.330858647820609;0.00396021440753174;0.791278284237608
"ERS";62;"3O_a";NA;0.10183606022851;0.26353522414174;0.290366902781417;0.0124865009985005;0.620108314327259
"ERS";62;"3O_b";NA;0.132854456128126;0.343572849991984;0.427614345511769;0.0166463227961983;0.572836111131118
"ERS";62;"4E";NA;0.155629143431931;0.174329357139847;0.21879282717622;0.0197339742956584;0.992274373929759
"ERS";62;"4O_b";NA;0.0280736396492737;0.0641716276135656;0.32191285773502;0.023744240479452;0.89745101419289
"ERS";62;"4O_c";NA;0.0217118805204229;0.123654435057058;0.259472632175892;0.0226486791962595;0.566649637817081
"ERS";64;"2O";NA;0.375774668391869;0.346310021628564;0.345688738672162;0.00429368788668963;0.824113093850231
"ERS";64;"3O_a";NA;0.0930284707629294;0.242915614530322;0.303121179966782;0.0135008685067098;0.641903828461372
"ERS";64;"3O_b";NA;0.122415438964179;0.322919808925443;0.449146133253876;0.0179997965893647;0.594371657729639
"ERS";64;"4E";NA;0.143920180094286;0.157245505961931;0.22792503307525;0.0213217441557329;1.04569823856148
"ERS";64;"4O_b";NA;0.0253053459327991;0.0561347888133499;0.335932780564528;0.0256652061228815;0.946043093157509
"ERS";64;"4O_c";NA;0.0195338313783339;0.109956142288271;0.270562535489714;0.0244849609784817;0.585671468502375
"ERS";66;"2O";NA;0.339700311580169;0.31058542991918;0.359865558310708;0.00468850954406078;0.856536234346453
"ERS";66;"3O_a";NA;0.0804773317684529;0.215094401322795;0.315245745295121;0.014691634244366;0.662870766902128
"ERS";66;"3O_b";NA;0.106883160635646;0.292400612006321;0.470381519649122;0.0195889647279928;0.615310125295183
"ERS";66;"4E";NA;0.126153725796827;0.135960544546484;0.236482896756928;0.0231814040683613;1.10068306592606
"ERS";66;"4O_b";NA;0.0215869216068095;0.0470112123094275;0.349229002300153;0.027918032280314;0.996101093552636
"ERS";66;"4O_c";NA;0.0166309143406682;0.0936469824577165;0.281024815617926;0.0266395669246762;0.603836412216438
"ERS";68;"2O";NA;0.290216908780156;0.266480812181245;0.373202004778248;0.00515604902442712;0.888339438906558
"ERS";68;"3O_a";NA;0.0658008683446068;0.182062537846528;0.326575151405268;0.0160883493707194;0.682834893676636
"ERS";68;"3O_b";NA;0.0881731958634286;0.253512059525037;0.491108620354659;0.0214534118631421;0.635491361219483
"ERS";68;"4E";NA;0.104470103232229;0.112308506244899;0.24434113778729;0.0253572300160351;1.15716437758856
"ERS";68;"4O_b";NA;0.0174189557024198;0.0376499344658745;0.361617704260573;0.0305576463288625;1.04757413084207
"ERS";68;"4O_c";NA;0.0133955133995332;0.0762132489851398;0.290710892840558;0.0291655176310811;0.620986571123632
"ERS";70;"2O";NA;0.233069149219297;0.217585127967547;0.385501164020301;0.00571029376422842;0.919302726386256
"ERS";70;"3O_a";NA;0.0507804835835188;0.146668629477711;0.336936904121923;0.0177262620269656;0.701620242952871
"ERS";70;"3O_b";NA;0.0685797365033286;0.209204432918048;0.511091720142097;0.0236403903056734;0.654750712579463
"ERS";70;"4E";NA;0.0815321789243472;0.088390774595243;0.251372217731005;0.0279015796794174;1.2150659413953
"ERS";70;"4O_b";NA;0.0132912713839968;0.028812695401028;0.372907996312656;0.0336493239532369;1.10040148907259
"ERS";70;"4O_c";NA;0.010205537766579;0.0591669552844701;0.299467818628989;0.0321259440999706;0.63696439318574
"ERS";72;"2O";NA;0.175345225760831;0.168379308103348;0.396559480473383;0.00636847340999804;0.949196221818993
"ERS";72;"3O_a";NA;0.0369643882209453;0.112099169059945;0.346154532401547;0.0196472382758884;0.719051709587181
"ERS";72;"3O_b";NA;0.0502355927932381;0.163524534922273;0.530072128410075;0.026206075178419;0.672921079409157
"ERS";72;"4E";NA;0.0598887320225806;0.0661688767337309;0.257449089100853;0.0308760092848132;1.27429913722628
"ERS";72;"4O_b";NA;0.00958879411178987;0.021061620571846;0.382905443601766;0.0372702598752493;1.15451210626165
"ERS";72;"4O_c";NA;0.0073537953075846;0.0437733716443188;0.307141319087157;0.0355956747291788;0.651615196069232
"ERS";74;"2O";NA;0.123440387195333;0.123204121369595;0.406170856412179;0.00715184060256602;0.977782412843921
"ERS";74;"3O_a";NA;0.0253795915601637;0.081155798971693;0.354051441005518;0.0219007306180328;0.734957887763844
"ERS";74;"3O_b";NA;0.0346524691145286;0.120705049552691;0.547770115893247;0.0292168931374788;0.689835255475524
"ERS";74;"4E";NA;0.0413965336066381;0.0470847714648884;0.262448441002823;0.034352345629918;1.33476233314479
"ERS";74;"4O_b";NA;0.00654066587151015;0.0147052089489589;0.391416442471133;0.0415111636000648;1.20982406853568
"ERS";74;"4O_c";NA;0.0050117728112547;0.0308540055926981;0.313579484589595;0.0396628780680517;0.664789867864086
"ERS";76;"2O";NA;0.0813828186753225;0.0852017727056603;0.414131701380431;0.00808664381394222;1.00481884828872
"ERS";76;"3O_a";NA;0.0164431327089629;0.0556506733198669;0.360455536520435;0.0245447214655313;0.749174100558465
"ERS";76;"3O_b";NA;0.0225226650798923;0.0840674857253728;0.563888172953609;0.0327508310421553;0.705328525729785
"ERS";76;"4E";NA;0.0269443281651856;0.0318582833432099;0.266254385441475;0.0384135644095502;1.39634027740267
"ERS";76;"4O_b";NA;0.00421882345059103;0.0098088534900652;0.398253422380154;0.0464777224406281;1.26624411655774
"ERS";76;"4O_c";NA;0.0032307667009539;0.0207266516816188;0.318637064939733;0.0444306202655051;0.676347680170163
"ERS";78;"2O";NA;0.0503484388683213;0.055751375524163;0.420246889814694;0.00920533289194935;1.03006126959057
"ERS";78;"3O_a";NA;0.0100590380081388;0.0361875433919681;0.365204558589683;0.0276465147576348;0.761545547517856
"ERS";78;"3O_b";NA;0.0138061986332332;0.0553025644022922;0.578115819471782;0.0368985591704855;0.71924147449254
"ERS";78;"4E";NA;0.016531666022261;0.0205159655501169;0.268762482807676;0.0431542382789671;1.45890351267557
"ERS";78;"4O_b";NA;0.00257360225123016;0.00625308034682264;0.403240784488655;0.0522916689167565;1.32366716826275
"ERS";78;"4O_c";NA;0.00197012982939175;0.0132791222836136;0.322180275119154;0.0500180966634095;0.68615913628972
"ERS";80;"2O";NA;0.0292973274776234;0.034590485374547;0.424336504114923;0.010548040807517;1.05326714736621
"ERS";80;"3O_a";NA;0.00581404388819807;0.0223552006007837;0.36815197670306;0.031283170295437;0.771930483073244
"ERS";80;"3O_b";NA;0.00798950731175908;0.0344398520487341;0.5901361574154;0.0417640987713847;0.731422943062594
"ERS";80;"4E";NA;0.00957188720290398;0.0125901248997719;0.269883955700689;0.0486801997652196;1.52230781998832
"ERS";80;"4O_b";NA;0.00148504814100052;0.00381136768988886;0.406221408634355;0.0590910417571873;1.3819758624983
"ERS";80;"4O_c";NA;0.00113657750343658;0.00812089306652189;0.324091954614688;0.0565611548543706;0.694108766805174
"ERS";82;"2O";NA;0.0160680033434328;0.0203981832350639;0.426243145319095;0.0121643828883133;1.07419957474829
"ERS";82;"3O_a";NA;0.00317675291410809;0.0131458587621718;0.369173232769928;0.0355412678381802;0.780203326994003
"ERS";82;"3O_b";NA;0.00436833727658559;0.0203588872799019;0.59963428086577;0.0474646192489191;0.741733060785158
"ERS";82;"4E";NA;0.00523509378078461;0.00737194754464194;0.269549891467923;0.0551069163308398;1.58639370106944
"ERS";82;"4O_b";NA;0.000810671968548358;0.00222203385072294;0.407063473771187;0.0670290349212555;1.44104012886607
"ERS";82;"4O_c";NA;0.00062037054670338;0.00474454207115006;0.324276858177197;0.064211535520957;0.7000977777807
"ERS";84;"2O";NA;0.00831900606265254;0.0114582864995641;0.425839491249066;0.0141156024321567;1.09263144691051
"ERS";84;"3O_a";NA;0.0016415078542223;0.00737164288834533;0.368172028104708;0.0405155521094375;0.786257600341187
"ERS";84;"3O_b";NA;0.00225801703720103;0.0114534275640853;0.606307537503007;0.0541287657679472;0.750046260785816
"ERS";84;"4E";NA;0.00270647257963076;0.00412307800892275;0.267715191696427;0.0625559114639355;1.6509859093687
"ERS";84;"4O_b";NA;0.00041869368995417;0.00123950173551714;0.405667250780671;0.0762705954487955;1.50071678989292
"ERS";84;"4O_c";NA;0.000320387192394908;0.00265001756816314;0.322666794691062;0.0731340218185034;0.704046454150635
"ERS";86;"2O";NA;0.00407018514856735;0.00614205645380074;0.423035683481445;0.016477060424469;1.10834983364763
"ERS";86;"3O_a";NA;0.000802360615419336;0.00394747290964239;0.365086280395783;0.0463058583405754;0.790008577560895
"ERS";86;"3O_b";NA;0.00110389543253343;0.00614485607944686;0.609877467316599;0.061892708912826;0.756254181746466
"ERS";86;"4E";NA;0.00132323709934619;0.00220452939548701;0.264361998345095;0.0711484242599848;1.71589304170366
"ERS";86;"4O_b";NA;0.00020460737702774;0.000661728330104408;0.401971452055573;0.0869856928280188;1.56084920265276
"ERS";86;"4O_c";NA;0.000156562119747427;0.00141580712137994;0.31922528244412;0.0835004358259388;0.705896223263038
"ERS";88;"2O";NA;0.00188307224505703;0.00314583505343791;0.417786044142222;0.0193410033650878;1.12116043039277
"ERS";88;"3O_a";NA;0.000371048793825601;0.00202067888416049;0.359893323831196;0.0530115868825432;0.791395548276126
"ERS";88;"3O_b";NA;0.000510532525980891;0.00314880980593851;0.610103032851303;0.0708929202668169;0.760268351399564
"ERS";88;"4E";NA;0.000611995835634595;0.0011275293363381;0.259502318284499;0.0809954559071363;1.78090720448584
"ERS";88;"4O_b";NA;9.46097595909203e-05;0.000338162684754306;0.395958672447767;0.0993380201438206;1.62126694812896
"ERS";88;"4O_c";NA;7.23927743002516e-05;0.000723816443606483;0.313951363157431;0.0954792227763201;0.705611291413564
"ERS";90;"2O";NA;0.00082410660715536;0.00154085950569626;0.41009457758414;0.0228194260932231;1.13089195429802
"ERS";90;"3O_a";NA;0.00016235460366981;0.000989452724406952;0.352613906459312;0.0607229582276226;0.79038359142243
"ERS";90;"3O_b";NA;0.000223394118795668;0.00154271713241255;0.60679451501932;0.081254607668631;0.762022546814456
"ERS";90;"4E";NA;0.00026779558606258;0.000551863510852585;0.253179586493142;0.0921835286281912;1.84580377072486
"ERS";90;"4O_b";NA;4.1395133712803e-05;0.000165438256534541;0.387659444229956;0.113467947999611;1.68178557797238
"ERS";90;"4O_c";NA;3.1674219534632e-05;0.000354187333078563;0.306882222645607;0.109219357938765;0.703179779495466
"ERS";92;"2O";NA;0.00034122591034154;0.00072215585169554;0.400018716001084;0.0270466468322401;1.13740033773861
"ERS";92;"3O_a";NA;6.72185995724935e-05;0.000463657610978153;0.34331456391741;0.069508458231227;0.786964779584452
"ERS";92;"3O_b";NA;9.24916637730504e-05;0.00072312166044006;0.599827205915956;0.093074954167902;0.761474731720167
"ERS";92;"4E";NA;0.000110875852375579;0.000258544802150398;0.245468956171603;0.104756046614993;1.91034124651793
"ERS";92;"4O_b";NA;1.71382273106048e-05;7.74893656580924e-05;0.377154465366749;0.129469058847049;1.74220642988649
"ERS";92;"4O_c";NA;1.31135855053192e-05;0.000165915482964755;0.298094309304428;0.124827715042326;0.698614302107561
"ERS";94;"2O";NA;0.000133684222800023;0.000323950295915303;0.387670833340435;0.0321808937840401;1.1405725635386
"ERS";94;"3O_a";NA;2.63338681346101e-05;0.000207975918878515;0.332108024222449;0.0793984393256003;0.781158752161021
"ERS";94;"3O_b";NA;3.62351524659738e-05;0.00032440426090665;0.589153823392117;0.106401017114181;0.758608482324899
"ERS";94;"4E";NA;4.3437568784883e-05;0.000115958837962485;0.236476180807282;0.118691258059728;1.97426126848592
"ERS";94;"4O_b";NA;6.71410193593005e-06;3.47506288244489e-05;0.364574651091095;0.14735880372152;1.80231652467006
"ERS";94;"4O_c";NA;5.13739631583314e-06;7.44098805966618e-05;0.28770272459085;0.142340122703541;0.69195195665113
"ERS";96;"2O";NA;4.95580720152924e-05;0.000139117743619099;0.373217182185868;0.0384037341372656;1.14032998583742
"ERS";96;"3O_a";NA;9.76212163338231e-06;8.93104819866814e-05;0.319151423777442;0.0903659258849463;0.773012621233068
"ERS";96;"3O_b";NA;1.34326124545631e-05;0.000139316827100049;0.574814447389506;0.121203572328728;0.753433830140212
"ERS";96;"4E";NA;1.61026100842093e-05;4.97933247626383e-05;0.226335053375886;0.133879508140564;2.03728875657983
"ERS";96;"4O_b";NA;2.48895098172138e-06;1.49213423209691e-05;0.350098801307096;0.167045922400524;1.86188855997077
"ERS";96;"4O_c";NA;1.90445770895194e-06;3.1951155752839e-05;0.275858778111857;0.161688327844125;0.683253713764987
"ERS";98;"2O";NA;1.73840748437086e-05;5.71984203390766e-05;0.356874096898304;0.045915555338067;1.13663098887184
"ERS";98;"3O_a";NA;3.42436299712034e-06;3.67195520064213e-05;0.304642281034868;0.102307291817554;0.762600202201552
"ERS";98;"3O_b";NA;4.71190309933493e-06;5.72810297435619e-05;0.556942781051854;0.137350374772752;0.745987472465084
"ERS";98;"4E";NA;5.64848877916672e-06;2.04718093614247e-05;0.215203481572932;0.150104477524311;2.0991322497886
"ERS";98;"4O_b";NA;8.73074962294621e-07;6.13455675819248e-06;0.33394885948208;0.188300106094828;1.92068101804216
"ERS";98;"4O_c";NA;6.68046160355166e-07;1.31361060187121e-05;0.262745743296165;0.182667923386693;0.672603226272761
"ERS";100;"2O";NA;5.77024621041013e-06;2.25166244731402e-05;0.338901535258377;0.0549246203378053;1.12947285348122
"ERS";100;"3O_a";NA;1.13663766221194e-06;1.44548577563451e-05;0.288812364003864;0.115027324122738;0.750020590553233
"ERS";100;"3O_b";NA;1.56400698666135e-06;2.25492712648933e-05;0.535767704626136;0.154584866601367;0.736332327205643
"ERS";100;"4E";NA;1.87488506578999e-06;8.05876481257974e-06;0.203258392101778;0.167034691336002;2.15948445543384
"ERS";100;"4O_b";NA;2.89796846220222e-07;2.41485611523953e-06;0.316382942795299;0.210732201039697;1.97843840722545
"ERS";100;"4O_c";NA;2.21742314723178e-07;5.17102636990542e-06;0.248573001831824;0.204915332315141;0.660105098897981
