SubModuleID;ParameterEstimate
10;0.0250874038202175
10;-7.54217576343693e-4
10;3.79037416225976e-5
10;0.0106502702247965
10;4.62497616681673e-5
10;0.254805888944129
10;-1.70783953629854e-4
10;-2.85717988360844e-5
10;-5.54230390759199e-4
10;0.0545584899288357
10;-0.00354078005458311
10;-3.1652231029581e-5
10;-0.0270664374383882
10;2.98975879493691e-4
10;0.00455722519638404
10;-3.46097895751093e-4
10;4.22913711278237e-6
10;-4.41528929876944e-4
10;4.39115902150458e-5
10;1.07927982170935e-4
10;0.00397866904568134
10;-0.00115515336550846
10;-1.19674824443106e-5
10;-0.0018767896322587
10;-8.92319397005593e-5
10;6.3338016735189e-4
10;1.21723296524292e-4
10;0.00999621765852246
10;-0.00128843652069399
10;-1.59331489973838e-5
10;-0.00218367893146263
10;1.16931992054168e-4
10;7.32967018090687e-4
10;3.68278924230158e-5
10;4.1397213949911e-4
10;0.00290831872778895
10;-0.00149220112015312
10;-9.12798890798134e-6
10;-0.00224965895698571
10;-0.00993864967436416
10;7.78373227828797e-4
10;5.53532158904021e-5
10;3.10797144391709e-4
10;2.88450561159046e-4
10;0.00380576635775399
10;-0.00121938118085808
10;-2.60125948383478e-5
10;-0.00209855209365872
10;5.31058868242554e-5
10;7.76869106526247e-4
10;-7.19597586147948e-5
10;3.32591022398007e-4
10;3.9142520244588e-4
10;3.3417886352887e-4
10;0.00594064145401145
10;-0.00148188209111411
10;-2.5667878682287e-5
10;-0.00239059214373691
10;1.60063200049995e-4
10;8.80195674113545e-4
10;4.65545451884e-5
10;2.97798968090751e-4
10;3.46386597837375e-4
10;3.60598516713032e-4
10;3.83798877071735e-4
10;4.90991449498266e-4
10;-0.00147334982976127
10;-1.86580206924077e-5
10;-0.00226739196967845
10;1.50611550448942e-4
10;8.15201232815309e-4
10;4.33866132598803e-5
10;2.70667094846107e-4
10;3.17498848733183e-4
10;3.26683811118919e-4
10;3.40392812024523e-4
10;3.90240512180893e-4
10;4.10072800902367e-4
10;-0.00189664999108427
10;-2.02446912255203e-5
10;-0.0027925340465847
10;1.76120697286908e-4
10;0.0010192594776335
10;5.75583671271808e-5
10;3.44200892643528e-4
10;4.18506297903096e-4
10;4.07917335438579e-4
10;4.21178082202655e-4
10;4.83027868805391e-4
10;4.52804448382735e-4
10;7.36420533070668e-4
10;-0.001261502520926
10;-4.26733644493557e-5
10;-0.00240402678128845
10;1.89926544974855e-4
10;9.34987571275734e-4
10;-0.00318014302121818
10;2.81042127323726e-4
10;3.84969606132159e-4
10;3.56805224229369e-4
10;5.29269437146918e-4
10;4.66923833121305e-4
10;4.23576489043356e-4
10;5.26103287292258e-4
10;0.00355155844230716
10;2.67817582806457e-4
10;3.59923195648773e-6
10;3.22814539805026e-4
10;-8.72402032856081e-5
10;-1.36999573758619e-4
10;7.62031814990605e-6
10;-3.03106176670689e-6
10;-9.45659282575563e-5
10;-4.02808747298644e-5
10;-1.16489377704913e-4
10;-8.6316855315916e-5
10;-6.6815499400513e-5
10;-7.93334980068027e-5
10;-9.40752268500088e-5
10;1.12670635074219e-4
10;-1.42761790571701e-4
10;2.04319454803558e-5
10;9.49744749869902e-5
10;-1.65100928832204e-4
10;-1.27969762608331e-4
10;-3.90465483005381e-5
10;1.78630673124306e-4
10;2.23530263731213e-4
10;2.96830749994088e-6
10;9.69319962217697e-5
10;-7.62069996106806e-6
10;-5.40816815402963e-5
10;-7.58696778787641e-5
10;-4.3807097007758e-5
10;-2.79534948360106e-4
10;0.00168159556108682
10;-0.0022405880777904
10;-2.97258272934298e-5
10;-0.0024508313666312
10;0.00117825011566367
10;0.00175657393935249
10;-3.05987057922648e-5
10;-4.0808500449985e-4
10;4.43287469939075e-4
10;2.66680778047128e-4
10;7.38134455447248e-4
10;6.56036033724705e-4
10;5.60373634905732e-4
10;6.84285703248617e-4
10;7.35757384099758e-4
10;-5.31691215617041e-4
10;1.30557972580856e-4
10;0.0111062446079446
10;1.00126489382814e-4
10;-9.41638189661321e-6
10;0.00118051329916172
10;4.49291976752991e-4
10;-9.04425143512096e-5
10;-7.83916604637735e-5
10;0.015472157912913
10;3.50532591723644e-4
10;-9.81120836319917e-5
10;2.79782974011804e-4
10;6.252265636078e-5
10;1.66920362385963e-5
10;1.430553050763e-5
10;1.21386244599247e-4
10;-3.81828657067682e-4
10;8.25115502552214e-4
10;0.00200848728776418
10;0.0614969936342588
10;-8.33867811229128e-4
10;-1.02059353348748e-5
10;-7.14372753287003e-4
10;6.74361895077891e-4
10;4.07366738464381e-4
10;-1.55721796264635e-4
10;-1.66250853603686e-4
10;0.0050202202758673
10;-6.36559010652972e-6
10;5.87842935258104e-4
10;2.69961417142142e-4
10;2.07085018805308e-4
10;2.91390254365596e-4
10;3.95830191459169e-4
10;-5.06136025770601e-4
10;9.24676301713313e-4
10;0.00325134088362523
10;0.00320831369952524
10;0.0242364310312259
10;-0.00145056941948093
10;9.37402992861065e-6
10;-5.80823897736319e-4
10;0.00908833314424528
10;5.40078371220656e-4
10;7.02856004258862e-6
10;-5.07849855402722e-4
10;8.7901858184803e-5
10;0.00126686011929402
10;2.33483297802884e-4
10;3.07579537080634e-4
10;2.49609089409373e-4
10;2.91596420703226e-4
10;3.07933092814054e-4
10;-4.35610458630792e-4
10;6.58576264778638e-5
10;0.00449783573993112
10;0.00183757119397063
10;0.00252347032176329
10;0.0428043051228673
10;-8.81076856017682e-5
10;-2.78342367904654e-5
10;-7.5229115913547e-6
10;5.68292626946543e-4
10;2.09591715962209e-4
10;-4.07975785720515e-4
10;-4.64513485780792e-4
10;4.29996415532119e-4
10;-2.19515686889756e-4
10;0.015654000327084
10;2.26977357330533e-4
10;1.35053245147337e-4
10;1.34935302585718e-4
10;6.16475018007402e-4
10;-7.33870178616043e-4
10;8.70192101992169e-4
10;0.00528661822973333
10;0.00297849820236921
10;0.00481007947972746
10;0.00479691960879305
10;0.0850215780097309
10;8.48374290834187e-4
10;7.18870785838072e-5
10;0.00271445949114356
10;-4.59719072985372e-4
10;-0.00102712507313529
10;-1.31565522812669e-4
10;-3.32888255230278e-4
10;-4.69701287367053e-5
10;-3.48814553183717e-4
10;-1.6908789029088e-4
10;-4.40284354105217e-4
10;-3.63921090543484e-4
10;-5.55388811991346e-4
10;-5.04639151678317e-4
10;-2.59149607134048e-4
10;0.00148031281827107
10;7.98715334876185e-4
10;0.00129963349079173
10;0.0019561476920317198
10;3.98919861962856e-5
10;0.00172805225546974
10;0.0329792962248569
10;0.00622501842203555
10;5.63216247113398e-5
10;0.00814735738221365
10;-4.73915177127575e-4
10;-0.00322349368196739
10;-4.42464478509021e-4
10;-0.00260785897478055
10;-0.00181408761885923
10;-0.00143818768627167
10;0.00110301324024157
10;-0.00145407747097745
10;-0.00142852575360412
10;-0.00189166601405549
10;-0.00140024438776348
10;-5.61096215934848e-4
10;0.00149583921980487
10;0.00360593228636671
10;6.10757304915453e-4
10;0.00132292940355817
10;0.00466993470630419
10;0.0178233244536544
10;0.00413479479366332
10;0.527864188880284
10;0.00819676619847252
10;3.00303672048486e-4
10;0.01673101727133
10;-0.00182029684918233
10;-0.00608131626369087
10;-4.45533209389027e-4
10;-0.00164766037921577
10;-0.00212762932052614
10;-0.00219665265409515
10;-0.00225857529338777
10;-0.00320691071097809
10;-0.00276662538664906
10;-0.00218562253060202
10;-0.00317494849902278
10;6.14263536277119e-4
10;1.26197671767202e-4
10;-0.00352036353537683
10;6.67716930675227e-4
10;-0.00178362408030585
10;-5.19307261923463e-4
10;-6.04744352567879e-4
10;0.00468316342567358
10;0.00674828757999136
10;0.278221803609733
10;-0.00111739654666372
10;9.297870773155e-6
10;-6.26731817168466e-4
10;2.3704900380719e-4
10;3.92493364261916e-4
10;-9.16175074544017e-5
10;-2.66685748705949e-4
10;3.45495215172897e-4
10;1.40128244163993e-4
10;7.7125956118526e-4
10;5.39675886086468e-4
10;1.77091678436248e-4
10;1.78486890025359e-4
10;3.23496959146958e-4
10;-6.42391372221388e-4
10;0.00149891605547731
10;0.00381586605986298
10;0.00213954527561929
10;0.00334912265285352
10;0.00350196882979474
10;0.0065087989672346
10;0.0023918345404299
10;0.00680880286033048
10;-0.00301377933362287
10;0.010305444251799
10;-0.00197290039239553
10;-3.16549843168364e-5
10;-0.00262490325871394
10;7.80636413299329e-4
10;0.00111871946832276
10;6.34661137281198e-5
10;-1.00155780314154e-4
10;2.3005353617012e-4
10;3.1412991646594e-4
10;7.37793161264837e-4
10;5.66790470108898e-4
10;5.17658289604114e-4
10;6.21478113943347e-4
10;6.20080832533405e-4
10;-2.13422435879323e-4
10;-5.77831672557472e-4
10;0.002455654173297
10;3.88780631441927e-4
10;9.32121582905394e-4
10;0.00329234110592888
10;0.00402417718702792
10;-0.0232089613590552
10;0.00270125958862204
10;-0.00443746803308529
10;0.00188946391575618
10;0.0222933442442899
10;-0.0107771665358373
10;-3.58720656166231e-4
10;-0.0203881880780167
10;0.00278997732930005
10;0.00763891379414828
10;4.48518480014556e-4
10;0.00151046879855027
10;0.00277980672136208
10;0.00263158920238839
10;0.00325504511745678
10;0.004080586686299
10;0.00350372187304786
10;0.00304159950844918
10;0.00412835015620117
10;-0.00114406656365897
10;2.35782309491626e-4
10;0.00745484850817367
10;6.17294174886222e-4
10;0.00477823517662205
10;0.00389277802942232
10;0.00584620230311985
10;-0.00458741552562473
10;-0.00300319143506476
10;-0.320142345982459
10;0.00699718673411719
10;0.00729002535313332
10;0.374605530874537
10;0.00433991690811537
10;-2.35873929825509e-5
10;0.00522162931133223
10;4.31033194932615e-4
10;-0.0016967191409774
10;0.00154711179738486
10;-0.00118052664982693
10;-5.90490088552403e-4
10;-8.63341675692147e-4
10;5.74505823046132e-5
10;-6.36403964538097e-4
10;-7.47433649502633e-4
10;-8.94312970996897e-4
10;-2.31734404837129e-4
10;-6.44903013575055e-4
10;0.00121594221614199
10;0.00396287313901837
10;0.00347503204542062
10;0.00428763958346153
10;0.00481761745222484
10;0.00861246245918075
10;0.00350284959609084
10;0.0120437706385383
10;0.0137178222161086
10;0.00692469999509855
10;0.00189221265526156
10;-0.0113419691470977
10;0.151200501471813
12;5.7908637890181e-5
12;-7.75047936753282e-6
12;2.44692206532146e-6
12;4.8088415135819e-7
12;-1.6901813266507e-7
12;1.33931969968087e-6
12;-2.08785879270118e-5
12;7.51565567157992e-6
12;-5.9096706810557e-6
12;2.57446436882544e-4
12;-2.34615569388287e-7
12;-5.37540461604419e-7
12;1.02676846826213e-7
12;-4.27338006775222e-6
12;9.5449064320765e-6
12;3.74759234646945e-7
12;-5.53709042679683e-7
12;8.77558594048182e-8
12;-4.71990212323187e-6
12;1.88817782021719e-6
12;2.70588669230105e-6
12;-2.20231448441059e-6
12;3.65761650120677e-7
12;1.01836441197317e-7
12;-3.56703467405477e-6
12;2.72869727432771e-6
12;2.56783130018909e-6
12;5.94960540604781e-5
12;-5.2352558840921e-7
12;-3.76299153428208e-7
12;9.78503709695935e-8
12;-4.48223057727874e-6
12;2.13741851057517e-6
12;1.90971920683139e-6
12;3.17231442569586e-6
12;8.68400342282205e-6
12;-1.63461109944757e-6
12;-4.84913502574104e-7
12;6.28867948729494e-8
12;-3.21845351640543e-6
12;1.39128066818112e-6
12;1.06278605912642e-6
12;1.42913677598239e-6
12;1.20024085570148e-6
12;1.03256678938328e-6
12;-8.09559709065731e-7
12;-1.68982851026876e-7
12;1.33197757533107e-8
12;-2.508587727934e-6
12;2.07390885224889e-6
12;1.30650982558168e-6
12;2.03154020658112e-6
12;1.47499285632322e-6
12;9.40198701370609e-7
12;1.58624320260358e-5
12;1.75468052319143e-7
12;-3.00296567031161e-7
12;9.47741519280091e-8
12;-4.36240216681766e-6
12;2.22619706545762e-6
12;1.43866390886099e-6
12;2.11151885459449e-6
12;1.58535931069376e-6
12;9.74325445986868e-7
12;1.88108707414575e-6
12;1.88507060767928e-5
12;-2.50159306052891e-6
12;-7.08951180728792e-7
12;9.86030868090183e-8
12;-4.68640432734034e-6
12;1.96269886091124e-6
12;1.54954359118729e-6
12;2.05591689022562e-6
12;1.76195395475631e-6
12;1.30537593959836e-6
12;1.335728023324e-6
12;1.31831497893473e-6
12;2.22450940337583e-6
12;-1.39323648814787e-6
12;-8.53020753480885e-9
12;1.14924315034752e-8
12;-2.28710485580225e-6
12;2.35773138920204e-6
12;1.59236333482842e-6
12;2.74661515066239e-6
12;2.03317232303114e-6
12;1.03207053881061e-6
12;1.44755387346243e-6
12;1.85091661374249e-6
12;1.52148514088954e-6
12;4.81360277383793e-5
12;-6.62871792965296e-7
12;-4.98418742915998e-7
12;9.98591263446037e-8
12;-4.4980725049483e-6
12;2.13350460850332e-6
12;1.78327023831953e-6
12;3.09684759174994e-6
12;2.3521264483794e-6
12;1.20679338217634e-6
12;1.41794669283191e-6
12;1.59667982169295e-6
12;1.74212096555886e-6
12;1.8672412066597e-6
12;7.1792457006711796e-06
12;2.84641390027828e-8
12;-8.78719287027628e-9
12;3.64812272233037e-9
12;-2.95815967220199e-7
12;5.51005054375555e-9
12;1.62393178825268e-9
12;-3.95545918060407e-9
12;6.54638174681974e-11
12;2.35494074160019e-9
12;1.9264261192826e-9
12;4.80354777226499e-9
12;2.80617517650633e-9
12;6.47578466106805e-10
12;1.33906088601528e-9
12;2.61892421448219e-8
12;7.33699170070011e-7
12;-2.13197632689489e-7
12;-2.77842029071857e-7
12;-2.24959330287506e-6
12;1.26375946912111e-9
12;3.36258787119081e-8
12;-4.12990624513253e-8
12;1.15077920087801e-8
12;3.63184241276568e-8
12;-3.94376200947031e-9
12;3.65453926381579e-8
12;4.40835314549076e-8
12;4.30003881352405e-9
12;4.1946470515167e-8
12;3.50573187883954e-9
12;2.08473824423703e-7
12;-4.18831501091303e-7
12;1.36460565965981e-7
12;-6.31787439821325e-8
12;-8.22856009220592e-7
12;-6.98955046875944e-9
12;-4.02155446229694e-9
12;3.52416161692842e-8
12;-6.32765948916813e-10
12;-2.26830378750084e-8
12;1.42154320699736e-8
12;-1.36583660581474e-8
12;-2.72394125953941e-8
12;3.55596849767226e-8
12;5.91558795024981e-11
12;9.70866435180235e-10
12;1.07323021206022e-7
12;3.04459096473582e-7
12;-1.49512861844186e-6
12;5.44653802765434e-7
12;-2.88196409700552e-8
12;1.46610297116624e-5
12;-1.72002073913942e-7
12;-2.8857636139972e-7
12;-1.77544125933024e-7
12;-2.70643345477047e-7
12;-1.89582081710849e-7
12;-1.16412914413091e-7
12;-2.00914687598928e-7
12;-2.8376757047059e-7
12;-9.55319176275608e-8
12;-2.61102582620418e-7
12;3.73257648208553e-7
12;-2.0686377726167e-7
12;-3.00125470354419e-8
12;6.94897570848252e-6
12;-3.37306310595769e-8
12;1.11926209609817e-8
12;-8.81446547731902e-10
12;1.17757222807669e-8
12;4.62288270808928e-9
12;3.10579325136148e-9
12;-2.97081386088802e-8
12;5.13908437738756e-9
12;9.86328728986123e-10
12;4.42692091288273e-9
12;1.5963894328891e-9
12;1.30142250647292e-9
12;5.30117733111144e-9
12;3.743545792319e-9
12;-3.58237111740195e-11
12;-8.96457336064239e-10
12;9.47203226482914e-10
12;1.05956660040876e-9
12;0.00214033789380625
12;-1.9632089940753e-8
12;6.42317213355314e-9
12;-6.08962323054717e-10
12;3.64010671116213e-9
12;4.09022520545827e-9
12;2.97483392718113e-9
12;4.43616426173213e-9
12;3.88585456100906e-9
12;1.20970801831449e-9
12;3.72947774942724e-9
12;3.75396367248194e-9
12;1.67499601030601e-9
12;4.26822973186345e-9
12;3.4206457065727e-9
12;-1.71124906284207e-11
12;-4.60232493387455e-10
12;6.42815146786957e-10
12;4.38903700849746e-10
12;5.12820635758999e-5
12;0.00866818965551192
12;-1.43045082168223e-8
12;4.5522238720076e-9
12;-3.14314988399584e-10
12;-3.73818580105442e-9
12;4.36081846567851e-9
12;5.07667956121989e-9
12;-8.56113553689632e-9
12;4.28504683013711e-9
12;1.59973370242142e-9
12;4.12279678152672e-9
12;3.09440694186878e-9
12;2.14547717794153e-9
12;4.26761503136567e-9
12;4.01073497310108e-9
12;-4.39543318870922e-12
12;-2.67536751945823e-10
12;6.20951069797925e-10
12;4.44892900818315e-12
12;1.7048100793907e-4
12;5.30304797715257e-4
12;0.0124353974039304
12;3.60544760305346e-8
12;-1.86496921791607e-8
12;1.01325564077202e-8
12;-1.24164089867346e-7
12;1.8320092866209e-8
12;1.62024113407857e-8
12;9.13069886219578e-7
12;1.37764865671804e-8
12;1.17038383808669e-8
12;1.23165264346162e-8
12;1.1635980267272e-8
12;1.94135578582254e-8
12;1.6362967905706e-8
12;1.73497553279898e-8
12;1.36214085187049e-10
12;-4.05085313378151e-11
12;-7.71293758440478e-10
12;-5.56155633706104e-9
12;-1.67646987148449e-4
12;7.20385717723923e-4
12;9.23744404789299e-4
12;0.0135571734770492
12;-1.93742895694013e-8
12;6.13139262618973e-9
12;-6.37813800759848e-10
12;5.60223613577843e-9
12;4.14514472236634e-9
12;3.37161709067576e-9
12;6.98202325209456e-9
12;4.49479955237523e-9
12;1.49227377118943e-9
12;3.74098951357555e-9
12;3.37767557280994e-9
12;2.16220862382593e-9
12;4.44557479566686e-9
12;4.16149981375984e-9
12;-2.65443522050539e-11
12;-4.48159397042421e-10
12;6.26814353181989e-10
12;4.60194547497461e-10
12;-3.01437325321834e-4
12;5.17740435155439e-4
12;6.44055451278676e-4
12;9.93968689491213e-4
12;0.0059273429811378
12;-9.72691236127393e-9
12;3.23482458211952e-9
12;4.57240852361878e-10
12;-9.41090648467417e-9
12;2.97489250329474e-9
12;1.82865240999829e-9
12;1.8215729362233e-8
12;2.14482821196974e-9
12;8.66217811807584e-10
12;6.75513473428335e-9
12;4.7145507501025e-9
12;1.21850286143843e-9
12;2.74022362119785e-9
12;1.86693059383886e-9
12;1.19277252616691e-11
12;-2.53187095893116e-10
12;4.18335800792564e-10
12;-1.35497171750653e-10
12;-1.83024965588193e-4
12;5.71652200300276e-4
12;7.07857920919737e-4
12;6.87301117418832e-4
12;5.79325423014433e-4
12;0.0164814412308926
12;2.6725435956519102e-08
12;-8.61135355473496e-9
12;1.48102881554247e-9
12;-3.2223592977922e-8
12;5.14465332978225e-9
12;1.77795045737001e-9
12;-6.27652327994475e-9
12;-5.73745100741314e-12
12;2.32815841962121e-9
12;2.52505547780303e-9
12;7.58485760196691e-8
12;3.08482440819576e-9
12;2.23188028298734e-9
12;1.31320174322495e-9
12;6.4952449008725e-11
12;1.02032357560871e-9
12;-1.84326257231978e-11
12;-1.51556994707654e-9
12;-3.4022158102686e-4
12;6.18629554940013e-4
12;8.90799447794092e-4
12;9.56629168967004e-4
12;7.07330822421821e-4
12;9.20365529617682e-4
12;0.0221882729544019
12;-2.27847451635158e-8
12;7.84171325403544e-9
12;-2.34744098496256e-9
12;1.6012309560906e-8
12;5.17088125840365e-9
12;4.92269957880272e-9
12;-3.95117094058387e-8
12;6.10142853275039e-9
12;1.86717962554259e-9
12;4.30860057084371e-9
12;3.0262012148475e-9
12;2.31295422664077e-9
12;5.90371734295726e-9
12;9.65879908071668e-9
12;-5.45800744497641e-11
12;-1.26403656814406e-10
12;1.06861157792164e-9
12;5.96647554386864e-10
12;-2.94659344166855e-4
12;7.2555778811826e-4
12;8.43469237789784e-4
12;0.00146220955398648
12;9.88094968811373e-4
12;6.75954432522367e-4
12;9.39137805631734e-4
12;0.0314411238410797
12;-7.21976667637952e-9
12;2.30345268307216e-9
12;-4.17024617661547e-10
12;2.29542041618611e-9
12;1.39309789476142e-9
12;8.73608954531351e-10
12;4.24636483459626e-9
12;1.01416105790566e-9
12;3.15387147247514e-10
12;1.16253853392136e-9
12;7.74181187644968e-10
12;5.21062481903394e-10
12;1.40017458890282e-9
12;8.6143373500535e-10
12;-6.59562023731914e-12
12;-7.25606513218586e-11
12;5.11879730437244e-10
12;1.88565468657085e-10
12;1.29782226394826e-4
12;1.97807150277009e-5
12;-2.32874812285083e-5
12;3.71649523430482e-5
12;7.9182622440254e-6
12;1.12582720120816e-6
12;2.9926391173343e-5
12;-1.91041464880688e-5
12;2.25362359619614e-4
12;1.1456993014868e-8
12;-3.71902991939073e-9
12;1.40101017813622e-9
12;-1.73259618023764e-8
12;-1.45104355432752e-9
12;-1.585143272212e-9
12;2.4904558125798e-8
12;-2.1595898549644e-9
12;-6.2367907499275e-10
12;-1.00676778444623e-9
12;7.37837107188154e-10
12;-8.51058569705069e-10
12;-1.94179152895763e-9
12;-2.37397244377551e-9
12;4.28375499404801e-11
12;2.05127524045375e-10
12;-2.88153440264924e-10
12;-7.02736684137085e-10
12;-4.41833348430027e-5
12;-5.54201615221857e-5
12;-7.43179574384477e-5
12;-3.11857599656386e-4
12;-1.85439106311871e-4
12;1.45152693223888e-4
12;1.00138009662754e-4
12;-3.97019697480166e-4
12;2.06023310240783e-5
12;4.5071180566762e-4
12;2.10955969145908e-8
12;-6.85491486153672e-9
12;2.33235689450662e-9
12;-2.820115986966e-8
12;-2.84623451114828e-9
12;-2.88223138276848e-9
12;3.91422644497452e-8
12;-3.90742698056643e-9
12;-1.12888121155612e-9
12;-2.08990590752231e-9
12;7.79138996152121e-10
12;-1.5548107741526e-9
12;-3.65040236648304e-9
12;-4.17958596670106e-9
12;7.05823365744609e-11
12;3.79624044976486e-10
12;-5.95784054099663e-10
12;-1.18870161222797e-9
12;-1.2675468326005e-4
12;-1.22846700973099e-4
12;-1.53697189321328e-4
12;-5.44146635585557e-4
12;-3.23371410027984e-4
12;2.0002652725136e-4
12;1.16983407215022e-4
12;-6.69494838843901e-4
12;-5.70103208650303e-6
12;7.15621669793279e-4
12;0.00114586858792427
13;0.00106398586495551
13;-4.68862196254525e-4
13;5.0159867533694e-4
13;3.59574948194715e-4
13;-2.81259712341574e-4
13;8.01296483164038e-4
13;-3.9010106465366e-4
13;5.48159907318014e-5
13;-6.02661790498793e-4
13;0.00452748764041509
13;-2.84580622885343e-5
13;8.92656313683967e-6
13;-5.29358173061726e-6
13;-1.46735052142268e-4
13;7.10267513011375e-6
13;0
13;0
13;0
13;0
13;0
13;13.097333756635
13;0
13;0
13;0
13;0
13;0
13;-1.36047494343315
13;0.162408224236856
13;0
13;0
13;0
13;0
13;0
13;-0.963780886997132
13;0.0754160293470811
13;0.126912392199039
13;0
13;0
13;0
13;0
13;0
13;-0.148274413053035
13;0.00377923529994044
13;-0.00559849687485421
13;0.0617363174463868
15;11.1138634978016
15;-0.0123629608176881
15;9.51972238638677e-4
15;-0.00280031114757154
15;-1.31425403332508e-4
15;3.5620135606136e-4
15;-0.00451929630693774
15;-1.59437399284151e-5
15;6.55039885285886e-5
15;9.27114529130233e-5
15;-0.0267845988996883
15;0.00106115955660667
15;-2.52049438002709e-4
15;2.32919051607321e-4
15;0.00899087070455791
15;-0.00173749551831004
15;3.14855037927414e-5
15;-2.13436369858931e-5
15;1.74959915498125e-5
15;2.87056174344753e-4
15;2.58258553331755e-5
15;-0.23603336302003
15;1.66612197719274e-4
15;4.99608605519039e-5
15;7.80574918275865e-5
15;3.31326455383649e-4
15;2.71514696889029e-5
15;0.00502927283797375
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;2.74758332845179
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;-0.263205517592013
15;0.0317849333165019
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;-0.0284082129120954
15;-2.63386950356779e-5
15;0.010093648610093
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;-0.0461760841276037
15;0.00383147273317412
15;0.00127302564061174
15;0.0163003423530636
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;-0.0291329504808816
15;0.00164637911883598
15;0.00121511264653082
15;0.00180214821473873
15;0.00495940258490581
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;-0.0212326463313746
15;0.00254087309679617
15;-0.00408593337592651
15;-0.00593784200693059
15;-0.00728428691593128
15;0.0203858487697161
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;-0.0025011045808415802
15;-2.01794515301812e-4
15;2.51865189401998e-4
15;5.1735766323196e-5
15;8.28054200260916e-5
15;-1.59434718930282e-5
15;5.12325329868387e-4
15;0
15;0
15;0
15;0
15;0
15;0
15;0
15;-0.00140347473306701
15;3.90860316935936e-5
15;-1.37147262653474e-6
15;2.99963458375755e-5
15;4.90073282489295e-5
15;-3.79471935991899e-5
15;4.26569201221827e-6
15;2.93241456827564e-6
16;1.34482095872555
16;0.00332863310554284
16;0.00132105998258553
16;-0.00124889097672513
16;-2.31096579103144e-4
16;5.70134794849161e-4
16;-0.225634519096993
16;-0.00132294652380179
16;1.72841727865815e-4
16;0.0384529225214451
16;0.0267953379646281
16;-2.32295012042757e-4
16;-4.02155882193463e-4
16;-0.00450963221347658
16;0.00640337511783236
16;0.00137769275981837
16;6.04941997299992e-5
16;-3.191495608353e-5
16;-2.67063545975718e-4
16;-5.0234289055215e-5
16;2.70260599609469e-5
16;0
16;0
16;0
16;0
16;0
16;0
16;0.212547641294028
16;0
16;0
16;0
16;0
16;0
16;0
16;0.0892642030191154
16;0.184386692661133
16;0
16;0
16;0
16;0
16;0
16;0
16;0.0396275971701118
16;0.0289764154151096
16;0.0566756019913042
16;0
16;0
16;0
16;0
16;0
16;0
16;-0.310332758245696
16;-0.194277895096076
16;-0.070983239985665
16;0.486586435462011
14;0.0162715324181904
14;2.3071296355883e-4
14;3.07033755418065e-4
14;-0.00253202995610693
14;-2.31409138725477e-4
14;5.5560854023424e-4
14;0
14;0
14;0
14;0.137017541315915
14;0
14;0
14;0
14;-0.030345407938829
14;0.0105031759229491
14;0
14;0
14;0
14;-4.12774341873218e-5
14;-0.00668657413367041
14;0.032714644947604
11;0.503281051027159
11;-0.00992898531520743
11;6.01326201847428e-4
11;-0.0737667875394783
11;9.9222070078034e-4
11;0.0192252758504872
11;7.48301428056687e-4
11;-6.16397269777506e-5
11;-0.00106498668985693
11;2.79484403220525e-4
11;-6.28945770289909e-4
11;-4.11219772902725e-5
11;-0.00731146027807467
11;9.05561702983157e-4
11;0.00725843670168329
11;7.5346675383176e-4
11;2.34201837129796e-5
11;-7.73256651055991e-4
11;4.94411266322693e-5
11;5.08566412226307e-4
11;2.61461629818351e-4
11;0.00149323812138915
11;-5.68121680609618e-6
11;-6.42470928061655e-4
11;6.2626338675529e-5
11;3.72309868829553e-4
11;-4.93767489535035e-5
11;2.79663491622657e-4
11;0.0210519459246223
11;-4.12987359099458e-4
11;-0.00331786360776952
11;3.7138225510549e-6
11;-2.202738766864e-4
11;4.19180458374285e-5
11;-6.81712002870681e-6
11;0.0041897260257467
11;0.00125471261451567
11;-3.88576008625496e-5
11;-2.08050955128553e-4
11;3.03490124899463e-6
11;2.29703298562819e-5
11;-7.50572267558516e-7
11;3.63647849507248e-6
11;1.29968280337129e-4
11;1.14395826412579e-5
11;-7.3185293221174e-4
11;4.77386715563431e-5
11;4.07940563649941e-5
11;-5.21510224237445e-6
11;-1.70617405553668e-5
11;8.12155794442005e-6
11;-1.55856656259766e-6
11;5.15343801979944e-5
11;3.73475373446882e-6
11;2.76198234375491e-5
